ZipCode,MedianMonthlyCost
20110,2192
20111,2119
20112,2848
20115,2272
20117,2703
20119,1846
20120,2599
20121,2294
20124,3121
20129,"4,000+"
20130,1656
20132,3147
20135,1497
20136,2770
20137,2276
20141,3190
20143,2776
20144,3069
20147,2658
20148,3431
20151,2262
20152,2898
20155,2632
20158,2908
20164,2131
20165,2679
20166,2487
20169,2795
20170,2566
20171,3024
20175,2949
20176,2869
20180,2594
20181,2801
20184,-
20186,1936
20187,2557
20190,2333
20191,2372
20194,2886
20197,3816
20198,2193
20204,-
20220,-
20230,-
20240,-
20245,-
20250,-
20260,-
20317,-
20319,-
20373,-
20388,-
20390,-
20408,-
20415,-
20418,-
20422,-
20427,-
20431,-
20510,-
20515,-
20520,-
20530,-
20535,-
20540,-
20542,-
20551,-
20560,-
20565,-
20566,-
20591,-
20601,2096
20602,1994
20603,2434
20606,2077
20607,2826
20608,1440
20609,2132
20611,2157
20612,-
20613,2524
20615,1694
20616,1789
20617,2593
20618,1176
20619,1801
20620,1746
20621,2259
20622,2077
20623,2583
20624,1891
20625,2188
20626,-
20628,753
20629,1944
20630,1777
20632,1688
20634,1908
20636,2395
20637,2314
20639,2475
20640,1707
20645,2534
20646,2160
20650,2165
20653,1826
20656,-
20657,1774
20658,1633
20659,1797
20660,-
20661,-
20662,1775
20664,1548
20667,-
20670,-
20674,1742
20675,1738
20676,1599
20677,2366
20678,2091
20680,2028
20684,1750
20685,1747
20686,-
20687,2097
20688,1320
20689,2303
20690,1880
20692,1835
20693,2541
20695,2739
20701,-
20705,2068
20706,2102
20707,2223
20708,2134
20710,1546
20711,1432
20712,2392
20714,1998
20715,2315
20716,2262
20720,2866
20721,2929
20722,1923
20723,2253
20724,2025
20732,2015
20733,1975
20735,2251
20736,2503
20737,1976
20740,1880
20742,-
20743,1807
20744,2271
20745,1852
20746,1886
20747,1859
20748,1888
20751,1861
20754,2519
20755,-
20758,1567
20759,3523
20762,-
20763,2380
20764,1920
20765,1242
20769,2647
20770,1721
20771,-
20772,2398
20774,2325
20776,1728
20777,3223
20778,2702
20779,2156
20781,2184
20782,2090
20783,2057
20784,1885
20785,1730
20794,2181
20812,3850
20814,2565
20815,3468
20816,3706
20817,3663
20818,3680
20832,2419
20833,2814
20837,2746
20838,2875
20839,1038
20841,3156
20842,2168
20850,2354
20851,1973
20852,2139
20853,2278
20854,3433
20855,2376
20860,3257
20861,3188
20862,3450
20866,2052
20868,1855
20871,2838
20872,1967
20874,1903
20876,1867
20877,2092
20878,2331
20879,1870
20880,1538
20882,2673
20886,1973
20889,-
20892,-
20894,-
20895,2789
20896,2981
20899,-
20901,2377
20902,2227
20903,2130
20904,2129
20905,2539
20906,1794
20910,2584
20912,2451
21001,1439
21005,-
21009,1731
21010,-
21012,2373
21013,2608
21014,1745
21015,1952
21017,1454
21023,2750
21028,1941
21029,3545
21030,2062
21031,-
21032,2389
21034,1297
21035,3013
21036,3196
21037,2297
21040,1423
21042,2740
21043,2566
21044,2223
21045,2222
21046,2068
21047,1802
21048,1820
21050,1917
21051,-
21052,1736
21053,1903
21054,2437
21056,"4,000+"
21057,2549
21060,1865
21061,1691
21071,1975
21074,1786
21075,2219
21076,2467
21077,2862
21078,1679
21082,1729
21084,1768
21085,1556
21087,1891
21090,1880
21093,1841
21102,1513
21104,2592
21105,-
21108,2190
21111,1938
21113,2180
21114,2147
21117,1898
21120,2481
21122,1959
21128,1822
21130,-
21131,2524
21132,1831
21133,1770
21136,1640
21140,2363
21144,2227
21146,2606
21152,2426
21153,2327
21154,1900
21155,1983
21156,1949
21157,1758
21158,1921
21160,981
21161,1361
21162,2549
21163,2576
21201,1498
21202,1844
21204,2063
21205,750
21206,1391
21207,1496
21208,1596
21209,1807
21210,2185
21211,1553
21212,1672
21213,1079
21214,1602
21215,1260
21216,1067
21217,1196
21218,1463
21219,1786
21220,1402
21221,1361
21222,1055
21223,748
21224,1810
21225,1089
21226,1487
21227,1504
21228,1736
21229,1252
21230,1965
21231,1949
21233,-
21234,1477
21236,1582
21237,1521
21239,1396
21240,-
21244,1612
21250,-
21251,-
21252,-
21285,-
21286,1537
21287,-
21401,1956
21402,-
21403,2111
21405,2531
21409,2197
21502,869
21520,882
21521,684
21523,1098
21524,807
21529,741
21530,593
21531,774
21532,988
21536,784
21538,1352
21539,637
21540,400
21541,1572
21542,1538
21543,669
21545,552
21550,851
21555,832
21557,568
21560,-
21561,946
21562,698
21601,1562
21607,1281
21610,1216
21612,1284
21613,1174
21617,2204
21619,2117
21620,1488
21622,738
21623,2037
21624,1225
21625,1457
21626,1563
21627,1656
21628,825
21629,1361
21631,1392
21632,891
21634,686
21635,1764
21636,1135
21638,2251
21639,1520
21640,851
21641,1125
21643,1075
21644,-
21645,1438
21647,2000
21648,-
21649,1192
21650,-
21651,1562
21652,1732
21653,1420
21654,2029
21655,1300
21657,1276
21658,1899
21659,865
21660,1714
21661,1082
21662,1938
21663,1706
21664,972
21665,1075
21666,2192
21667,-
21668,1563
21669,1597
21671,1286
21672,808
21673,1461
21675,829
21676,2247
21677,1511
21678,1377
21679,-
21701,1913
21702,1976
21703,1861
21704,2806
21705,-
21710,2392
21711,-
21713,1576
21714,815
21715,-
21716,1727
21717,2210
21718,1925
21719,1207
21722,1199
21723,"4,000+"
21727,1401
21733,1450
21734,1201
21737,"4,000+"
21738,3515
21740,1208
21742,1338
21746,-
21750,1149
21754,2436
21755,1854
21756,910
21757,1769
21758,2053
21762,-
21766,466
21767,929
21769,2194
21770,2650
21771,2262
21773,2175
21774,2348
21776,1827
21777,2625
21778,-
21779,2478
21780,1672
21781,-
21782,1216
21783,1347
21784,2228
21787,1666
21788,1476
21790,-
21791,1635
21793,1819
21794,"4,000+"
21795,1277
21797,2860
21798,1943
21801,1421
21804,1224
21810,-
21811,1445
21813,1775
21814,-
21817,870
21821,666
21822,796
21824,478
21826,1287
21829,874
21830,1089
21835,652
21837,1152
21838,1115
21840,-
21841,1328
21842,1455
21849,1234
21850,1347
21851,825
21853,1147
21856,-
21861,1179
21862,-
21863,1207
21864,1120
21865,597
21866,1042
21867,-
21869,926
21871,800
21872,2225
21874,1153
21875,1241
21890,-
21901,1779
21902,-
21903,1439
21904,1596
21911,1663
21912,1175
21913,1756
21914,1276
21915,1704
21917,1546
21918,1414
21919,1556
21920,1950
21921,1526
21930,-
22003,2441
22015,2609
22025,2319
22026,2375
22027,"4,000+"
22030,2814
22031,2654
22032,2753
22033,2528
22035,-
22039,3511
22041,1960
22042,2650
22043,2910
22044,2096
22046,3213
22060,3531
22066,3861
22079,2539
22101,3931
22102,2819
22124,2971
22125,2559
22134,1211
22150,2506
22151,2318
22152,2515
22153,2459
22172,2634
22180,3144
22181,2804
22182,3598
22191,2206
22192,2189
22193,2196
22201,2832
22202,2836
22203,2812
22204,2667
22205,3357
22206,2623
22207,3700
22209,2814
22211,-
22213,3313
22214,-
22301,3701
22302,2390
22303,2460
22304,2356
22305,3062
22306,2320
22307,2415
22308,3286
22309,2198
22310,2590
22311,2845
22312,2283
22314,2943
22315,2541
22401,2039
22405,1977
22406,2160
22407,1704
22408,1683
22427,1255
22432,1053
22433,1777
22435,918
22436,1399
22437,1250
22438,1275
22443,1283
22448,-
22454,876
22460,671
22469,1002
22472,-
22473,732
22476,865
22480,1380
22482,772
22485,1896
22488,941
22503,948
22504,494
22508,1524
22509,-
22511,750
22514,1375
22520,858
22529,1368
22534,1482
22535,2038
22538,-
22539,1057
22542,1716
22546,1440
22548,-
22551,1683
22553,2040
22554,2356
22556,2304
22560,965
22567,1245
22572,892
22576,763
22578,960
22580,1371
22601,1344
22602,1461
22603,1103
22610,1308
22611,2115
22620,1491
22623,399
22624,1193
22625,1512
22627,1621
22630,1418
22637,1577
22639,1185
22640,1831
22641,-
22642,1647
22643,-
22644,1123
22645,1549
22646,-
22650,917
22652,1371
22654,571
22655,1611
22656,1865
22657,1311
22660,864
22663,491
22664,1023
22701,1645
22709,1405
22711,-
22712,1733
22713,1655
22714,1932
22715,967
22716,2723
22718,-
22719,886
22720,2285
22722,-
22723,-
22724,1745
22725,-
22726,-
22727,1086
22728,1909
22729,1341
22730,1836
22731,1879
22732,3056
22733,758
22734,1609
22735,954
22736,1638
22737,1346
22738,1055
22740,856
22741,2603
22742,1861
22743,410
22746,-
22747,-
22749,-
22801,1237
22802,991
22807,-
22810,1122
22811,406
22812,1080
22815,962
22820,306
22821,836
22824,1028
22827,749
22830,671
22831,565
22832,978
22834,841
22835,824
22840,1463
22841,748
22842,932
22843,1055
22844,790
22845,-
22846,1796
22847,1125
22849,952
22850,835
22851,775
22853,868
22901,1607
22902,1626
22903,1638
22904,-
22908,-
22911,1765
22920,1443
22922,762
22923,1812
22931,865
22932,1784
22935,1313
22936,1800
22937,990
22938,1072
22939,1428
22940,2372
22942,1573
22943,1505
22946,1104
22947,1571
22948,-
22949,920
22952,1110
22957,-
22958,1105
22959,1271
22960,1228
22963,1482
22964,-
22967,894
22968,1432
22969,1070
22971,1000
22972,-
22973,786
22974,1347
22976,257
22980,1124
22989,-
23002,932
23004,667
23005,1550
23009,1395
23011,1463
23015,1397
23021,-
23022,1006
23023,1030
23024,1448
23025,-
23027,1169
23030,966
23032,663
23035,699
23038,-
23039,1505
23040,675
23043,878
23045,533
23047,1250
23050,-
23055,1028
23056,1763
23059,2211
23060,1703
23061,1305
23062,1230
23063,1438
23065,990
23066,870
23068,1646
23069,1402
23070,1141
23071,1293
23072,1304
23075,1106
23076,1004
23079,1285
23081,-
23083,656
23084,599
23085,-
23086,1326
23089,1426
23091,1177
23092,616
23093,1148
23102,1650
23103,1808
23106,1170
23108,-
23109,909
23110,-
23111,1486
23112,1745
23113,2188
23114,1814
23116,1747
23117,1161
23119,1017
23120,2389
23123,705
23124,1856
23126,1526
23128,-
23129,2190
23130,-
23138,461
23139,1497
23140,1256
23141,1788
23146,1631
23147,-
23148,964
23149,598
23150,1167
23153,1618
23156,840
23160,-
23161,-
23163,-
23168,1611
23169,1018
23173,-
23175,790
23176,1115
23177,1110
23180,810
23181,1250
23185,1554
23188,1582
23192,1621
23219,2068
23220,1923
23221,2209
23222,1328
23223,1368
23224,1168
23225,1355
23226,1885
23227,1500
23228,1381
23229,1633
23230,1559
23231,1401
23233,1835
23234,1293
23235,1418
23236,1544
23237,1247
23238,1304
23250,-
23284,-
23294,1082
23298,-
23301,776
23302,-
23303,805
23304,-
23306,1066
23307,546
23308,700
23310,878
23314,1947
23315,1006
23316,550
23320,1706
23321,1801
23322,2149
23323,1932
23324,1335
23325,1281
23336,693
23337,1048
23347,1038
23350,783
23354,1368
23356,1279
23357,1119
23358,1089
23359,707
23389,-
23395,261
23398,-
23401,438
23405,1599
23407,-
23408,-
23409,538
23410,624
23413,1042
23414,-
23415,467
23416,100-
23417,750
23418,1417
23420,598
23421,788
23422,-
23423,-
23426,-
23427,517
23430,1686
23432,1910
23433,2000
23434,1667
23435,2045
23436,2357
23437,1561
23438,1641
23440,461
23441,-
23442,382
23451,2120
23452,1691
23453,1628
23454,1859
23455,1775
23456,2191
23457,2525
23459,-
23460,-
23461,-
23462,1514
23464,1701
23480,394
23486,1265
23487,823
23488,-
23502,1520
23503,1483
23504,1561
23505,1682
23507,2033
23508,2028
23509,1457
23510,1755
23511,-
23513,1375
23517,1895
23518,1607
23523,1615
23551,-
23601,1437
23602,1519
23603,1632
23604,-
23605,1173
23606,1513
23607,947
23608,1473
23651,-
23661,1264
23662,1932
23663,1040
23664,1573
23665,-
23666,1445
23667,-
23668,-
23669,1367
23681,-
23690,1820
23691,-
23692,1682
23693,1951
23696,1919
23701,1366
23702,1290
23703,1569
23704,1202
23707,1373
23708,-
23709,-
23801,-
23803,1104
23805,1234
23821,556
23824,1014
23827,1122
23828,903
23829,1141
23830,1395
23831,1459
23832,1722
23833,1510
23834,1242
23836,1664
23837,869
23838,1852
23839,1018
23840,-
23841,1344
23842,1135
23843,387
23844,388
23845,825
23846,640
23847,665
23850,960
23851,1124
23856,543
23857,758
23860,1038
23866,1002
23867,813
23868,773
23870,-
23872,971
23874,727
23875,1345
23876,-
23878,844
23879,879
23881,1427
23882,831
23883,1165
23884,-
23885,1364
23887,1316
23888,911
23889,1091
23890,859
23891,-
23893,685
23894,1583
23897,-
23898,893
23899,396
23901,970
23909,-
23915,633
23917,835
23919,745
23920,771
23921,556
23922,929
23923,492
23924,571
23927,935
23930,914
23934,-
23936,669
23937,486
23938,437
23942,663
23943,-
23944,729
23947,656
23950,552
23952,-
23954,896
23955,-
23958,595
23959,483
23960,994
23962,925
23963,756
23964,647
23966,637
23967,-
23968,453
23970,918
23974,664
23976,-
24011,2925
24012,962
24013,647
24014,1065
24015,1275
24016,493
24017,904
24018,1378
24019,1119
24020,-
24022,-
24053,429
24054,548
24055,473
24058,753
24059,831
24060,1053
24061,-
24064,1156
24065,973
24066,656
24067,495
24069,747
24070,841
24072,1292
24073,1055
24076,731
24077,1495
24078,887
24079,500
24082,-
24083,1486
24084,839
24085,453
24086,511
24087,544
24088,476
24089,537
24090,917
24091,632
24092,1234
24093,1029
24095,860
24101,963
24102,758
24104,791
24105,392
24112,639
24120,489
24121,937
24122,775
24124,613
24127,864
24128,582
24129,-
24131,-
24132,590
24133,399
24134,571
24136,725
24137,-
24138,941
24139,-
24141,917
24142,-
24147,456
24148,569
24149,961
24150,813
24151,619
24153,1143
24161,664
24162,627
24165,494
24167,-
24168,593
24171,647
24174,1009
24175,863
24176,1030
24179,1020
24184,752
24185,351
24201,832
24202,732
24210,755
24211,964
24216,486
24217,299
24219,843
24220,395
24221,410
24224,437
24225,505
24226,517
24228,435
24230,555
24236,517
24237,390
24239,-
24243,560
24244,407
24245,447
24246,-
24248,370
24250,377
24251,536
24256,382
24258,427
24260,486
24263,413
24265,443
24266,454
24269,221
24270,900
24271,447
24272,378
24273,586
24277,362
24279,475
24280,775
24281,693
24282,266
24283,545
24290,524
24292,367
24293,618
24301,856
24311,378
24312,362
24313,618
24314,424
24315,517
24316,-
24317,348
24318,342
24319,557
24322,-
24323,617
24324,926
24325,434
24326,470
24327,-
24328,553
24330,398
24333,563
24340,599
24343,512
24347,651
24348,444
24350,463
24351,509
24352,391
24354,521
24360,500
24361,510
24363,330
24366,345
24368,593
24370,474
24374,624
24375,580
24377,-
24378,387
24380,430
24381,760
24382,619
24401,982
24411,-
24412,-
24413,-
24415,-
24416,703
24421,1034
24422,593
24426,535
24430,841
24431,624
24432,-
24433,-
24435,705
24437,1430
24439,406
24440,682
24441,823
24442,-
24445,563
24448,617
24450,929
24457,-
24458,422
24459,1483
24460,654
24464,-
24465,657
24467,-
24469,-
24471,1282
24472,745
24473,1019
24474,-
24476,-
24477,890
24479,966
24482,1016
24483,480
24484,753
24485,1047
24486,1491
24487,1024
24501,789
24502,1043
24503,1200
24504,681
24515,-
24517,515
24520,757
24521,817
24522,795
24523,783
24526,-
24527,879
24528,566
24529,508
24530,473
24531,516
24534,523
24536,-
24538,678
24539,552
24540,741
24541,750
24549,595
24550,996
24551,1330
24553,834
24554,757
24555,733
24556,1123
24557,529
24558,659
24562,1010
24563,491
24565,440
24566,617
24569,705
24570,-
24571,741
24572,903
24574,947
24577,482
24578,809
24579,629
24580,386
24581,-
24586,860
24588,723
24589,397
24590,1195
24592,660
24593,877
24594,602
24595,-
24597,497
24598,689
24599,378
24601,-
24602,379
24603,-
24604,-
24605,671
24606,348
24607,288
24609,494
24612,-
24613,512
24614,450
24620,338
24622,384
24630,621
24631,470
24634,371
24635,-
24637,496
24639,461
24641,561
24646,265
24649,393
24651,691
24656,424
24657,-
24701,502
24712,518
24714,470
24715,764
24716,-
24719,-
24724,525
24726,463
24729,100-
24731,-
24733,641
24736,407
24737,431
24738,-
24739,488
24740,553
24747,491
24801,393
24808,298
24811,457
24813,-
24815,220
24816,-
24817,285
24818,395
24822,794
24823,336
24826,-
24827,369
24828,411
24830,524
24831,614
24834,604
24836,432
24839,279
24843,-
24844,323
24845,-
24846,371
24847,450
24848,-
24849,-
24850,-
24851,406
24853,-
24854,-
24855,-
24857,589
24860,279
24861,-
24862,328
24866,419
24867,-
24868,378
24869,268
24870,461
24871,384
24872,345
24873,333
24874,391
24878,-
24879,362
24880,386
24881,-
24882,406
24884,-
24887,-
24888,383
24892,284
24894,321
24895,-
24898,-
24901,1037
24910,504
24915,214
24916,938
24918,613
24920,605
24924,504
24925,618
24927,372
24931,675
24934,445
24935,252
24938,554
24941,260
24943,785
24944,-
24945,364
24946,474
24951,476
24954,619
24957,-
24962,-
24963,712
24966,563
24970,490
24974,257
24976,820
24977,622
24981,-
24983,659
24984,1507
24985,-
24986,456
24991,-
24993,-
25002,-
25003,455
25005,-
25007,463
25008,-
25009,411
25011,832
25015,491
25019,653
25021,203
25022,-
25024,280
25025,-
25028,353
25030,-
25031,385
25033,478
25035,482
25036,406
25039,475
25040,1204
25043,743
25044,654
25045,458
25047,520
25048,-
25049,447
25051,479
25053,503
25054,-
25057,-
25059,408
25060,-
25061,717
25062,-
25063,431
25064,786
25067,731
25070,1083
25071,562
25075,314
25076,658
25081,1032
25082,743
25083,539
25085,530
25086,610
25088,-
25090,-
25093,-
25102,358
25103,415
25106,400
25107,403
25108,-
25109,375
25110,466
25111,343
25112,-
25113,307
25114,368
25115,-
25118,-
25119,359
25121,571
25123,651
25124,483
25125,482
25126,330
25130,480
25132,542
25133,-
25134,-
25136,736
25139,779
25140,-
25141,340
25142,1212
25143,849
25148,-
25149,285
25152,639
25154,494
25156,-
25159,587
25160,288
25161,-
25162,717
25164,394
25165,740
25168,648
25169,400
25173,-
25174,309
25177,710
25180,-
25181,529
25183,-
25185,-
25186,393
25187,650
25193,491
25201,-
25202,914
25203,-
25204,379
25205,578
25206,-
25208,399
25209,388
25211,159
25213,1213
25214,-
25231,-
25234,431
25235,249
25239,657
25241,525
25243,466
25244,-
25245,660
25247,519
25248,626
25251,1148
25252,705
25253,596
25259,404
25260,452
25261,-
25262,606
25264,510
25265,671
25266,1075
25267,141
25268,-
25270,625
25271,678
25275,371
25276,400
25285,-
25286,436
25287,775
25301,1054
25302,677
25303,977
25304,950
25305,-
25306,553
25309,611
25311,801
25312,544
25313,810
25314,1069
25315,544
25320,547
25387,665
25401,1044
25403,1568
25404,1229
25405,1146
25411,938
25413,1144
25414,1701
25419,1273
25420,1237
25421,-
25422,698
25425,1378
25427,1003
25428,1252
25430,1147
25431,-
25432,550
25434,434
25437,-
25438,1411
25442,1608
25443,1438
25444,534
25446,2133
25501,437
25502,540
25503,447
25504,728
25505,906
25506,365
25507,564
25508,589
25510,998
25511,460
25512,362
25514,368
25515,441
25517,241
25520,338
25521,524
25523,613
25524,371
25526,1018
25529,559
25530,714
25534,262
25535,948
25537,-
25540,377
25541,796
25544,263
25545,851
25547,417
25550,521
25555,434
25557,315
25559,-
25560,1095
25564,1166
25565,318
25567,706
25570,466
25571,556
25573,-
25601,574
25606,443
25607,527
25608,398
25611,448
25612,-
25617,412
25621,413
25624,-
25625,673
25628,957
25630,-
25632,-
25634,512
25635,658
25637,338
25638,-
25639,287
25644,293
25646,722
25647,847
25649,489
25650,-
25651,354
25652,451
25653,364
25654,-
25661,423
25666,-
25667,615
25669,332
25670,452
25671,391
25672,350
25674,486
25676,378
25678,427
25685,1124
25688,274
25690,-
25692,454
25696,424
25699,-
25701,730
25702,587
25703,707
25704,596
25705,860
25755,-
25801,608
25810,-
25811,-
25812,417
25813,653
25817,-
25818,408
25820,514
25823,-
25825,1025
25826,484
25827,704
25831,445
25832,921
25836,-
25837,-
25839,463
25840,815
25841,-
25843,1775
25844,589
25845,398
25846,-
25848,-
25849,-
25851,-
25853,-
25854,-
25855,-
25857,-
25862,1024
25864,-
25865,548
25866,770
25868,533
25870,-
25871,507
25873,-
25875,529
25876,-
25878,439
25879,-
25880,683
25882,439
25901,614
25902,-
25904,283
25907,188
25908,-
25909,1005
25911,290
25913,-
25915,383
25916,-
25917,404
25918,978
25920,-
25921,460
25922,-
25928,293
25932,-
25936,-
25938,532
25942,279
25943,-
25951,583
25958,745
25962,585
25966,1578
25969,435
25971,815
25972,918
25976,619
25977,-
25978,818
25979,-
25981,461
25984,520
25985,292
25986,545
25989,-
26003,681
26030,365
26031,572
26032,534
26033,555
26034,599
26035,462
26036,1116
26037,639
26038,637
26039,484
26040,614
26041,556
26047,570
26050,339
26055,503
26056,458
26058,-
26059,598
26060,755
26062,644
26070,584
26074,581
26075,371
26101,548
26104,772
26105,754
26133,691
26134,650
26136,314
26137,242
26138,206
26141,-
26142,597
26143,474
26146,420
26147,392
26148,171
26149,395
26150,651
26151,330
26152,-
26155,536
26159,501
26160,561
26161,342
26162,-
26164,525
26167,452
26169,492
26170,593
26175,489
26178,255
26180,596
26181,671
26184,459
26187,755
26201,730
26202,561
26203,177
26205,353
26206,437
26208,536
26209,-
26210,-
26215,-
26217,-
26218,467
26222,447
26224,185
26228,-
26230,-
26234,427
26236,-
26237,-
26238,410
26241,542
26250,594
26253,511
26254,-
26257,607
26259,-
26260,616
26261,367
26263,278
26264,367
26266,-
26267,818
26268,-
26269,468
26270,375
26271,407
26273,-
26275,535
26276,-
26278,505
26280,485
26282,333
26283,670
26285,321
26287,657
26288,453
26289,-
26291,-
26292,618
26293,639
26294,750
26296,-
26298,-
26301,589
26320,373
26321,-
26323,361
26325,292
26327,-
26330,877
26335,383
26337,518
26338,-
26339,642
26342,315
26343,171
26346,489
26347,616
26348,260
26349,-
26351,415
26354,553
26361,-
26362,343
26366,-
26369,425
26372,1744
26374,437
26376,-
26377,367
26378,812
26384,483
26385,785
26386,821
26404,352
26405,445
26408,907
26410,701
26411,361
26412,455
26415,355
26416,476
26419,393
26421,350
26422,536
26424,-
26425,443
26426,446
26430,-
26431,531
26435,-
26436,337
26437,455
26438,-
26440,903
26443,514
26444,381
26447,673
26448,364
26451,1086
26452,464
26456,394
26463,594
26501,887
26505,919
26506,-
26508,1191
26519,509
26520,1422
26521,500
26524,604
26525,866
26534,512
26537,675
26541,895
26542,745
26543,-
26544,-
26546,-
26547,848
26554,753
26559,1048
26560,1280
26562,333
26563,450
26568,449
26570,568
26571,497
26572,-
26574,719
26575,350
26576,461
26581,315
26582,483
26585,505
26586,361
26587,372
26588,924
26590,373
26591,877
26601,524
26610,430
26611,232
26615,276
26617,1346
26619,286
26621,337
26623,391
26624,284
26627,563
26629,268
26631,-
26636,-
26638,367
26651,588
26656,1281
26660,1317
26662,1176
26667,158
26671,341
26676,-
26678,756
26679,698
26680,271
26681,469
26684,839
26690,704
26691,390
26704,712
26705,516
26707,388
26710,497
26711,730
26714,975
26716,372
26717,423
26719,575
26720,-
26722,-
26726,620
26731,561
26739,608
26743,547
26750,454
26753,779
26755,444
26757,829
26761,285
26763,484
26764,640
26767,1191
26801,-
26802,394
26804,291
26807,564
26808,671
26810,554
26812,621
26814,405
26815,446
26817,-
26818,714
26823,-
26833,754
26836,514
26838,-
26845,1059
26847,652
26851,689
26852,489
26855,419
26865,-
26866,431
26884,579
26886,384
27006,1232
27007,1007
27009,800
27011,753
27012,1221
27013,934
27014,778
27016,648
27017,598
27018,601
27019,453
27020,644
27021,1039
27022,523
27023,1288
27024,721
27025,706
27027,708
27028,900
27030,672
27040,1267
27041,672
27042,458
27043,541
27045,957
27046,622
27047,858
27048,668
27050,1001
27051,768
27052,789
27053,497
27054,931
27055,872
27101,1006
27103,1021
27104,1269
27105,816
27106,1203
27107,985
27109,-
27110,-
27127,1023
27201,750
27202,-
27203,825
27205,827
27207,928
27208,638
27209,551
27212,555
27213,-
27214,1321
27215,1011
27217,816
27229,753
27231,907
27233,967
27235,1063
27239,796
27242,656
27243,1247
27244,1081
27247,-
27248,989
27249,857
27252,586
27253,938
27256,-
27258,1072
27259,-
27260,595
27262,1223
27263,798
27265,1183
27268,-
27278,1508
27281,1165
27282,1292
27283,942
27284,1191
27288,699
27291,1212
27292,695
27295,696
27298,697
27299,920
27301,1240
27302,1261
27305,600
27306,581
27310,2152
27311,625
27312,1446
27313,936
27314,-
27315,777
27316,701
27317,938
27320,786
27325,477
27326,548
27330,1102
27332,1064
27340,-
27341,625
27342,2643
27343,814
27344,737
27349,835
27350,772
27351,-
27355,783
27356,583
27357,1149
27358,1530
27360,906
27370,824
27371,794
27374,-
27376,1069
27377,1304
27379,554
27401,755
27403,993
27405,887
27406,929
27407,1090
27408,1339
27409,879
27410,1256
27411,-
27412,-
27455,1438
27501,1233
27502,1842
27503,1457
27504,1100
27505,1094
27506,-
27507,636
27508,570
27509,1067
27510,1494
27511,1543
27513,1733
27514,1918
27516,1794
27517,1515
27518,1943
27519,2244
27520,1363
27521,865
27522,1235
27523,1969
27524,1022
27525,1099
27526,1597
27527,1734
27529,1416
27530,920
27531,-
27533,-
27534,1035
27536,600
27537,822
27539,1857
27540,2105
27541,1061
27542,933
27544,673
27545,1392
27546,1100
27549,960
27551,770
27553,1196
27555,1194
27556,-
27557,743
27559,1370
27560,2037
27562,2330
27563,546
27565,914
27568,1155
27569,1101
27570,-
27571,2178
27572,1082
27573,907
27574,908
27576,870
27577,1175
27581,985
27582,894
27583,1216
27584,-
27587,1947
27589,813
27591,1299
27592,1395
27593,-
27594,-
27596,1452
27597,1355
27599,-
27601,2119
27603,1531
27604,1341
27605,1656
27606,1502
27607,2103
27608,2250
27609,1599
27610,1356
27612,1769
27613,1825
27614,1886
27615,1500
27616,1467
27617,1758
27695,-
27697,-
27701,1421
27703,1430
27704,1327
27705,1349
27707,1261
27708,-
27709,-
27712,1359
27713,1649
27801,906
27803,933
27804,851
27805,802
27806,578
27807,780
27808,1241
27809,901
27810,770
27812,657
27813,712
27814,709
27815,-
27816,559
27817,844
27818,934
27819,529
27820,932
27821,-
27822,844
27823,705
27824,1018
27825,600
27826,1169
27827,455
27828,922
27829,623
27830,816
27831,620
27832,615
27834,1037
27837,846
27839,734
27840,611
27841,-
27842,1170
27843,709
27844,531
27845,702
27846,491
27847,656
27849,544
27850,784
27851,758
27852,576
27853,1036
27855,647
27856,891
27857,705
27858,1160
27860,796
27861,644
27862,1245
27863,1064
27864,832
27865,791
27866,829
27869,774
27870,844
27871,926
27872,633
27873,725
27874,807
27875,732
27876,489
27877,-
27878,744
27879,542
27880,1012
27881,330
27882,794
27883,780
27884,1074
27885,476
27886,931
27888,729
27889,873
27890,668
27891,959
27892,883
27893,917
27896,1176
27897,738
27909,1129
27910,856
27915,873
27916,1656
27917,1025
27919,911
27920,1004
27921,1564
27922,967
27923,1543
27924,725
27925,744
27926,591
27927,2206
27928,756
27929,1729
27932,1052
27935,1178
27936,902
27937,1093
27938,591
27939,1403
27941,650
27942,785
27943,-
27944,1040
27946,619
27947,1366
27948,1385
27949,1808
27950,727
27953,-
27954,1313
27956,1538
27957,752
27958,1788
27959,1508
27960,2431
27962,642
27964,1038
27965,946
27966,1564
27967,-
27968,-
27969,-
27970,734
27972,1667
27973,1427
27974,898
27976,1754
27978,1594
27979,607
27980,778
27981,1076
27982,-
27983,843
27985,1292
27986,813
28001,841
28006,-
28007,568
28009,628
28012,1406
28016,674
28017,-
28018,621
28019,-
28020,548
28021,826
28023,848
28024,-
28025,1197
28027,1498
28031,1827
28032,1083
28033,920
28034,1020
28036,1879
28037,1660
28039,-
28040,548
28041,-
28042,917
28043,590
28052,870
28054,1127
28056,1249
28071,775
28072,1321
28073,609
28074,-
28075,1861
28076,-
28077,625
28078,1824
28079,1523
28080,975
28081,1136
28083,930
28086,683
28088,794
28089,-
28090,399
28091,795
28092,857
28097,1050
28098,1083
28101,1242
28102,-
28103,844
28104,1827
28105,1470
28107,1414
28108,-
28109,346
28110,1276
28112,1138
28114,780
28115,1369
28117,1960
28119,491
28120,1174
28124,893
28125,1300
28127,786
28128,723
28129,893
28133,655
28134,1410
28135,541
